title,cast
"Pablo Escobar, el patrón del mal","Andrés Parra, Angie Cepeda, Cecilia Navia, Vicky Hernández, Christian Tappán, Rodolfo Silva, Tommy Vasquez, Toto Vega, Nicolás Montero, Marcela Gallego"
Power Battle Watch Car,"Sang-hyun Um, Tae-yeol Jeon, Yeong-wung Jeong, Hye-won Jeong, Yong-woo Shin, Jin-hong Bae, Do-hyeong Nam, Min-kyu Lee"
Rab Se Sohna Isshq,"Ekta Kaul, Ashish Sharma, Kanan Malhotra, Sukirti Kandpal"
The Day Will Come,"Sofie Gråbøl, Lars Mikkelsen, Harald Kaiser Hermann, Albert Rudbeck Lindhardt, Laurids Skovgaard Andersen, Søren Sætter Lassen, Sonja Richter, David Dencik, Solbjørg Højfeldt, Lars Ranthe"
The Dream Job,"Hugo Ng, Shaun Chen, Jeanette Aw, Rebecca Lim, Zhang Zhenhuan, Ian Fang"
72 Dangerous Places to Live,Mitch Ryan
Bob Ross: Beauty Is Everywhere,Bob Ross
Gentlemen and Gangsters,"David Dencik, Ruth Vega Fernandez, David Fukamachi Regnfors, Sverrir Gudnason, Andreas Kundler, Sven Nordin, Boman Oscarsson, Lars Green, Sebastian Sporsén, Amanda Ooms, Magnus Krepper, Peter Carlberg, Peter Bergared, Christopher Wagelin, Lars Helander, Emilie Jonsson"
Krishna Balram,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Arun Shekher, Sanchit Wartak, Sharda Agnihotri, Ashok Sonawane, Joy Mukherjee"
Mr. Sunshine,"Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok, Kim Min-jung, Byun Yo-han"
Diamond Lover,"Rain, Tiffany Tang, Luo Jin, Dilraba Dilmurat, Yao Yichen"
King’s War,"Chen Daoming, Peter Ho, Duan Yihong, Qin Lan, Li Yixiao, Yang Lixin, You Yong, Yu Hewei"
Qin Empire: Alliance,"Fu Dalong, Ning Jing, Yu Entai, Zhou Bo, Fu Miao, Feihu Sun, Lu Ying, Qiu Yongli"
The Legend of Bruce Lee,"Danny Chan, Michelle Lang, Ted Duran, Hazen MacIntyre, Luoyong Wang, Natalia Dzyublo, Traci Ann Wolfe, Ke Gai, Zhou Zhou, Yu Chenghui"
NSU German History X,"Anna Maria Mühe, Albrecht Schuch, Sebastian Urzendowsky, Almila Bagriacik, Tom Schilling, André Hennicke, Florian Lukas, Liv Lisa Fries, Sylvester Groth, Florian Stetter, Nina Gummich, Jonas Leonhardi, Ben Münchow, Maximilian Jaenisch"
In The Dark,"Perry Mattfeld, Brooke Markham, Casey Deidrick, Keston John, Morgan Krantz, Rich Sommer, Thamela Mpumlwana, Saycon Sengbloh, Kathleen York, Derek Webster"
The Legend of White Snake,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang"
Dharmakshetra,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai"
Bangkok Love Stories: Innocence,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan"
Reality of Dream,"Sean Jindachot, Jintanutda Lummakanon, Charebelle Lanlalin, Aon Korakot Tunkaew, Attaporn Teemakorn, Rath Rattasin Nalintanapat, Ak Akarat, Geng Wayo Assawarungruang, Pemy Peramin Thabkaew"
Wet Hot American Summer,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Michael Cera, Josh Charles, Bradley Cooper, Judah Friedlander, Janeane Garofalo, Jon Hamm, Nina Hellman, Joe Lo Truglio, Ken Marino, Christopher Meloni, A.D. Miles, Marguerite Moreau, Zak Orth, Jordan Peele, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Marisa Ryan, Jason Schwartzman, Molly Shannon, Michael Showalter, John Slattery, Kevin Sussman, David Wain, Kristen Wiig"
7 (Seven),"Rahman, Havish, Regina Cassandra, Nandita Swetha, Anisha Ambrose, Tridha Choudhury, Pujitha Ponnada, Aditi Arya"
The Last Czars,"Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale, Gavin Mitchell, Elsie Bennett, Bernice Stegers"
Twelve Forever,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph"
Smoking,"Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura"
Welcome to the Family,"Melani Olivares, Ivan Massagué, Yolanda Ramos, Nao Albet, Georgina Amorós, Leïti Sène, Nonna Cardoner"
Fake or Fortune?,"Fiona Bruce, Philip Mould, Bendor Grosvenor"
Love Your Garden,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth"
Mary Portas: Secret Shopper,Mary Portas
Monty Don's Italian Gardens,Monty Don
Another Life,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair"
Eurovision Song Contest,"Bar Refaeli, Erez Tal, Assi Azar, Lucy Ayoub"
My Hotter Half,Melvin Odoom
Storage Wars: Northern Treasures,"Ursula Stolf, Paul Kenny, Bogart Kenny, Roy Dirnbeck, Don Reinhart, Rick Coffill, Cindy Hayden"
Sexy Central,"Jeana Ho Pui-yu, Joyce Cheng, Ava Liu, Shiga Lin, Kelly Chen Jia-li, Eric Suen Yiu-wai, Eric Kwok, Mix, Adam Pak, Patrick Tang"
Jimmy: The True Story of a True Idiot,"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku, Ikuji Nakamura, Yasuhi Nakamura, Mari Hamada"
The Most Beautiful Hands of Delhi,"Björn Kjellman, Joy Sengupta, Natasha Jayetileke"
DreamWorks How to Train Your Dragon Legends,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Christopher Mintz-Plasse, Jonah Hill, T.J. Miller, Kristen Wiig, Jim Cummings, Tress MacNeille"
Bangkok Love Stories: Objects of Affection,"Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup"
Bangkok Love Stories: Plead,"Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang"
Designated Survivor: 60 Days,"Ji Jin-hee, Lee Jun-hyuk, Heo Jun-ho, Kang Han-na, Bae Jong-ok, Kim Gyu-ri, Son Suk-ku, Choi Yoon-young, Lee Moo-saeng"
​SAINT SEIYA: Knights of the Zodiac,"Bryson Baugus, Emily Neves, Blake Shepard, Patrick Poole, Luci Christian, Adam Gibbs, Masakazu Morita, Fumiko Orikasa, Takahiro Sakurai, Hiroaki Miura, Satomi Sato, Katsuyuki Konishi"
Typewriter,"Aarna Sharma, Aaryansh Malviya, Mikail Gandhi, Palash Kamble, Jishu Sengupta, Palomi Ghosh, Purab Kohli, Sameer Kochhar, Sara Gesawat"
Rookie Historian Goo Hae-Ryung,"Shin Sae-kyeong, Cha Eun-woo, Park Ki-woong, Lee Ji-hoon, Park Ji-hyun, Gong Jung-hwan, Kim Min-sang, Choi Duk-mun, Kim Yeo-jin"
Camarón Revolution,"Camarón de la Isla, Juan Diego"
Ari Shaffir: Double Negative,Ari Shaffir
Unrequited Love,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui"
Angel Beats!,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato"
Anohana: The Flower We Saw That Day,"Miyu Irino, Ai Kayano, Haruka Tomatsu, Takahiro Sakurai, Saori Hayami, Takayuki Kondo, Mitsuru Ogata, Mutsumi Tamura, Asami Seto, Aki Toyosaki, Kaoru Mizuhara, Yui Makino"
God Eater,"Ryuichi Kijima, Hiroaki Hirata, Kazuya Nakai, Sayaka Ohara, Daisuke Sakaguchi, Maaya Sakamoto"
GRANBLUE FANTASY the Animation,"Yuki Ono, Nao Toyama, Rie Kugimiya, Miyuki Sawashiro, Hiroaki Hirata, Yukari Tamura, Kazuhiro Yamaji, Rie Tanaka, Emiri Kato, Tomokazu Sugita, Kanae Ito"
Grizzy et les Lemmings,"Pierre-Alain de Garrigues, Josselin Charier"
Blood & Treasures,"Nawat Kulrattanarak, Woranuch Wongsawan, Jespipat Tilapornputt, Paramej Noiam, Phutharit Prombandal"
Meteor Garden,"Shen Yue, Dylan Wang, Darren Chen, Connor Liang, Caesar Wu"
Magi: Adventure of Sinbad,"Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai, Keiji Fujiwara, Akira Ishida, Katsuyuki Konishi, Yoko Hikasa, Ai Kayano, Takehito Koyasu, Hiroki Touchi"
Fatal Destiny,"Arucha Tosawat, Nappon Gomarachun, Phakin Khamwilaisak, Ratchawin Wongviriya, Penpak Sirikul, Saksit Tangtong"
Age Gap Love,Fay Ripley
Ainsley Eats the Streets,Ainsley Harriott
Encounters with Evil,Richard Lintern
Extreme Engagement,"Tim Noonan, PJ Madam"
Luis Miguel - The Series,"Diego Boneta, Juan Pablo Zurita, Camila Sodi, Óscar Jaenada, Izan Llunas, Paulina Dávila, Martín Bello, Anna Favella, César Bordón, Vanessa Bauche"
One Spring Night,"Han Ji-min, Jung Hae-in, Kim Jun-han, Yim Sung-eon, Song Seung-hwan, Kil Hae-yeon, Lee Moo-saeng, Kim Chang-wan"
PILI Fantasy: War of Dragons,"Wang Hsi-hua, Lai Wei, Zhang Yu-quan, Chen Yu-kuan, Gao Ming-xiao, Tian Zhi-jie, Li Xiang-yu, Guo Ya-zhen, Zhan Yi-chun, Ye Yu-jia"
True Tunes,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux"
Gonul,"Gökçe Bahadır, Engin Öztürk, Onur Saylak"
Chhota Bheem,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
Family Reunion,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Richard Roundtree"
DreamWorks Kung Fu Panda Awesome Secrets,"Jack Black, Dustin Hoffman, Dennis Haysbert, Paul Scheer, Randall Duk Kim, David Cross, Jessica DiCicco, Jaycee Chan, Angelina Jolie, Seth Rogen, Tony Leondis"
Flowering Heart,"Choi Da-in, Yang Se-na, Gim Chae-eun, Esther, Um Sang-hyun, Shin Yong-woo"
Molang,Bruno Guéraçague
Rabbids Invasion,"Damien Laquet, David Gasman, Barbara Scaff"
Record of Grancrest War,"Kentaro Kumagai, Akari Kito, Yuichi Nakamura, Reina Ueda, Satoshi Hino, Yoshitsugu Matsuoka, Natsumi Takamori, Ai Kayano, Takahiro Sakurai, Wataru Hatano, Yuichi Iguchi, Minori Suzuki, Megumi Nakajima, Yuhko Kaida, Chika Anzai, Yumi Uchiyama, Kaede Hondo, Satoshi Mikami, Ayane Sakura, Ari Ozawa, Tatsuhisa Suzuki, Hiro Shimono"
Stone Age,"Samantha Moon, Nancy Kim, Jacqueline Youn, Mike Yantzi, Anna Paik, Matt Anipen, Josh Schwartzentruber"
Titipo Titipo,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun"
Comedy High School,"Ram Kapoor, Gopal Dutt, Paritosh Tripathi, Krishna Bhatt, Jasmeet Bhatia, Deepak Dutta, Parvati Sehgal, Surleen Kaur"
46,"Erdal Beşikçioğlu, Yasemin Allen, Melis Birkan, Saygın Soysal, Berkan Şal, Metin Belgin, Ayça Eren, Selin Uludoğan, Özay Fecht, Suna Yıldızoğlu"
Against the Tide,"Christopher Lee, Rui En, Desmond Tan, Zheng Geping, Zhang Zhenhuan, Paige Chua, Xu Bin, Carrie Wong"
Barbie Life in the Dreamhouse,"Kate Higgins, Sean Hankinson, Haviland Stillwell, Paula Rhodes, Charlie Bodin, Laura Gerow, Katie Crown, Nakia Burrise, Tara Sands, Ashlyn Selich"
Breakout,"Jeanette Aw, Elvin Ng, Zhou Ying, Christopher Lee, Dai Xiangyu, Guo Liang"
Deep Water,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis"
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,"Chloe Marsden, Aaron Marsden, María Esnoz"
Momo Salon,"Lizzy, Jung-min Park, Sang-hee Lee"
Mystic Whispers,"Romeo Tan, Sheila Sim, Yuan Shuai, Aloysius Pang"
Spice Up,"Jeanette Aw, Patrick Lee, Huang Qi Ming, Sora Ma, Hong Huifang, Xu Bin, Chen Shucheng"
The Oath,"Christopher Lee, Jesseca Liu, Ann Kok, Kate Pang, Zhang Zhenhuan, Richard Low"
The Truth Seekers,"Chen Hanwei, Rebecca Lim, Desmond Tan, Yusuke Fukuchi"
The Ultimatum,"Zoe Tay, Fann Wong, Li Nanxing, Tay Ping Hui, Elvin Ng, Felicia Chin, Jerry Yeo"
World at Your Feet,"Ha Yu, Tay Ping Hui, Jeanette Aw, Elvin Ng, Yvonne Lim, Zhang Zhenhuan, Vivian Lai, Ian Fang, Xu Bin"
Yes We Can!,"Romeo Tan, Rebecca Lim, Sora Ma, Xu Bin, Chen Liping, Chen Hanwei, Yao Wenlong, Eelyn Kok, Dennis Chew"
Yours Fatefully,"Kingone Wang, Jesseca Liu, Xiang Yun, Chen Shucheng, Eelyn Kok, Cavin Soh, Sora Ma"
Deep,"Patrick Ridremont, Olivier Chantreau, Pénélope Leveque, Emmanuelle Meyssignac, Salem Kali, Yann Sundberg, Victor Viel, Victor Pontecorvo, Pierre Benoist, Swann Arlaud, Phénix Brossard, Eriq Ebouaney, Tony Harrisson"
Happyish,"Steve Coogan, Kathryn Hahn, Sawyer Shipman, Bradley Whitford"
Limitless,"Jake McDorman, Jennifer Carpenter, Hill Harper, Mary Elizabeth Mastrantonio, Ron Rifkin, Blair Brown, Bradley Cooper"
Operation Proposal,"Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-won Kim, Hyun Jin Lee, Jin-joo Park"
Tundukkan Playboy Itu,"Hafidz Roshdi, Uqasha Senrose, Alif Satar, Mawar Rashid"
Devilman Crybaby,"Kouki Uchiyama, Ayumu Murase, Megumi Han, Ami Koshimizu, Atsuko Tanaka, Rikiya Koyama, Avu-chan, Kenjiro Tsuda, KEN THE 390, Subaru Kimura, Young Dais, Hannya, AFRA"
Dracula,"Claes Bang, Dolly Wells, John Heffernan"
Go! Go! Cory Carson,"Alan C. Lim, Paul Killam, Maisie Benson, Kerry Gudjohnsen, Smith Foreman, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Jim Capobianco, Anna Chambers, Pfifer Chastain"
Case Closed,"Minami Takayama, Alison Retzloff, Wakana Yamazaki, Colleen Clinkenbeard, Akira Kamiya, R. Bruce Elliott, Wataru Takagi, Chafurin, Mark Stoddard"
See You in Time,"Hans Chung, Mini Tsai, Albee Huang, David Chiu, Johnny Yang, Kuan Lin, Ray Yang, Liu Yu Shan"
Crime Time,"Augusto Madeira, Érico Brás, Gustavo Machado, Dionisio Neto, Fernanda Vianna, Georgina Castro, Leo Miranda, Marat Descartes, Mauricio Tarcinalli Barros, Sabrina Greve, Sérgio Malheiros"
Paprika,"Kaycie Chase, David Gasman, Tom Morton, Lee Delong, Barbara Weber-Scaff"
Retribution,"Georgina Campbell, Joe Dempsie, Adrian Edmondson, Steve Evets, Laura Fraser, Julie Graham, John Lynch, Gary Lewis, Juliet Stevenson, Joanna Vanderham"
The Lady in Dignity,"Hee-seon Kim, Seon-a Kim, Sang-hun Jeong, Tae-im Lee, Ki-woo Lee"
Frozen Planet,David Attenborough
The Making of Frozen Planet,David Attenborough
A Taiwanese Tale of Two Cities,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang"
Juana Inés,"Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama"
Black Earth Rising,"Michaela Coel, John Goodman, Abena Ayivor, Noma Dumezweni, Ronald Guttman, Danny Sapani, Harriet Walter, Tyrone Huggins, Emmanuel Imani, Lucian Msamati, Tamara Tunie"
Kingdom,"Ju Ji-hoon, Ryu Seung-ryong, Bae Doona, Kim Sang-ho, Kim Sung-kyu, Jeon Seok-ho, Kim Hye-jun, Heo Jun-ho, Jung Suk-won, Kim Jong-soo"
The Perfect Match,"Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen"
Prison Playbook,"Hae-soo Park, Kyung-ho Jung, Dong-il Sung, Krystal Jung, Soo-jeong Ye, Jae-sung Jung, Hoon-jin Lee, Kyoo-hyung Lee, Ho-cheol Lee, Chang-hwan Ahn, Kyung-nam Kim"
Innocent,"Ali Atay, Haluk Bilginer, Nur Sürer, Okan Yalabık, Tülin Özen, Serkan Keskin, Bartu Küçükçağlayan, Irem Altug, Mehmet Özgür, Merve Ates, Defne Halman, Cem Zeynel Kiliç, Esra Kizildogan"
Chelsea Does,Chelsea Handler
The Traffickers,Nelufar Hedayat
Justice,"Fatima Al Taei, Mansoor Alfeeli, Malak Al Khalidi, Khalifa Albhri, Nivin Madi, Mohammed Alamry, Bilal Abdullah, Abdullah Almaqbali, Alaa Shaker, Abdullah Bin Haidar, Humaid Alawadi"
Love and Hong Kong,"Eiko Koike, Ryo Yoshizawa, Fumika Baba, Moga Mogami, Tomo Yanagishita, Kaoru Nagata, Ryo Iwamatsu"
"Sex, Explained",Janelle Monáe
Thieves of the Wood,"Matteo Simoni, Tom Van Dyck, Stef Aerts, Anne-Laure Vandeputte, Jeroen Perceval, Charlotte Timmers, Dirk Roofthooft, Anemone Valcke"
Déjà Vu,"Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen"
Legends of Strength,"Eugen Sandow, Apollon"
Memory Love,"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen"
Trigger Warning with Killer Mike,Killer Mike
Tiempos de guerra,"Amaia Salamanca, Álex García, Alicia Borrachero, José Sacristán, Verónica Sánchez, Álex Gadea, Anna Moliner, Cristóbal Suárez, Silvia Alonso, Daniel Lundh, Nuria Herrero"
Ares,"Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer"
Nailed It! Germany,"Angelina Kirsch, Bernd Siefert"
Godzilla,"Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji"
Şubat,"Alican Yücesoy, Melisa Sözen, Musa Uzunlar, Serkan Ercan, Özkan Uğur, Ülkü Duru, Tansu Biçer, Nadir Sarıbacak, Sermet Yeşil, Ayhan Kavas"
Handsome Siblings,"Hu Yitian, Chen Zheyuan, Liang Jie, Vicky Liang, Tay Ping Hui, Nikita Mao, Gallen Lo, Song Wenzuo, Jin Song, Jason Zheng"
Killer Inside: The Mind of Aaron Hernandez,Aaron Hernandez
La Rosa de Guadalupe,"Milia Nader, Francisco Avendaño, Diego Lara, Sandra Itzel, Marisol del Olmo, Aleyda Gallardo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas"
La Viuda Negra,"Ana Serradilla, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto Guzmán, Raúl Méndez"
Lavender,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi"
Kipo and the Age of Wonderbeasts,"Karen Fukuhara, Sydney Mikayla, Deon Cole, Coy Stewart, Dee Bradley Baker, Sterling K. Brown, Dan Stevens, Jake Green, Steve Blum"
La Grande Chaumière Violette,"Eli Shi, Alice Ko, Jen-Shuo Cheng, Chiung-Hsuan Hsieh, Herb Hsu, Bryant Lee, Hsiu-Ling Lin, Ma Ju-lung, Ching-kuan Wang"
The Healing Powers of Dude,"Jace Chapman, Larisa Oleynik, Tom Everett Scott, Steve Zahn, Mauricio Lara, Sophie Kim, Laurel Emory"
Historia de un clan,"Alejandro Awada, Cecilia Roth, Chino Darín, Nazareno Casero, Tristán, Gustavo Garzón, Pablo Cedrón, María Soldi, Rita Pauls, Victoria Almeida, Benjamín Alfonso"
Sex Education,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie"
AJ and the Queen,"RuPaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra, Katerina Tannenbaum, Tia Carrere"
Giri / Haji,"Takehiro Hira, Kelly Macdonald, Yosuke Kubozuka, Will Sharpe, Aoi Okuyama, Masahiro Motoki, Yuko Nakamura, Mitsuko Oka, Anna Sawai, Charlie Creed-Miles"
Jamtara - Sabka Number Ayega,"Amit Sial, Dibyendu Bhattacharya, Aksha Pardhasany, Sparsh Shrivastava, Monika Panwar, Anshumaan Pushkar"
Medical Police,"Erinn Hayes, Rob Huebel, Malin Akerman, Rob Corddry, Lake Bell, Sarayu Blue, Ken Marino, Fred Melamed, Tom Wright, Jason Schwartzman, Eric Nenninger, Megan Le, Beth Dover, Zandy Hartig, Brian Huskey, Michael Cera"
Until Dawn,"Ahmed Sylla, Alban Ivanov, Ornella Fleury, Natoo, Carlito, Mcfly, Djimo, Lola Dubini, Noom Diawara, Tania Dutel, Hakim Jemili, Jason Brokerss, Bérengère Krief, Thomas Vandenberghe, Monsieur Poulpe, Jhon Rachid, Audrey Pirault, Jeanfi Janssens, Fadily Camara, Laurie Peret, Issa Doumbia, Anne-Sophie Girard, Elhadj Gaye, Guillaume Bats"
Shaka Zulu,"Edward Fox, Robert Powell, Trevor Howard, Fiona Fullerton, Christopher Lee, Henry Cele, Dudu Mkhize, Roy Dotrice, Gordon Jackson, Kenneth Griffith, Conrad Magwaza, Patrick Ndlovu, Roland Mqwebu, Gugu Nxumalo, Tu Nokwe"
When Heroes Fly,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor"
We're Lalaloopsy,"Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre"
Because This Is My First Life,"Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young"
Cells at Work!,"Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue, Maria Naganawa, Takahiro Sakurai, Saori Hayami, Nobuhiko Okamoto, Yuichi Nakamura, Shoya Chiba, M・A・O, Ayako Kawasumi, Aya Endo, Hiroyuki Yoshino, Mamiko Noto"
Chhota Bheem Kung Fu Dhamaka Series,"Pinky Pal Rajput, Sonal Kaushal, Julie Tejwani, Jigna Bharadhwaj, Shaily Dubey, Rajesh Kava, Ghanshyam Shukla, Anamaya Verma, Mohit Sinha, Vaibhav Thakkar"
Live Up To Your Name,"Kim Nam-gil, Kim Ah-joong, Yoo Min-kyu, Moon Ga-young, Yun Ju-sang, Um Hyo-sup, An Seok-hwan, Lee Dae-yeon, Oh Dae-whan"
Messiah,"Michelle Monaghan, Mehdi Dehbi, John Ortiz, Tomer Sisley, Melinda Page Hamilton, Stefania LaVie Owen, Sayyid El Alami, Jane Adams, Wil Traval, Fares Landoulsi"
Reply 1988,"Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol, Ko Kyoung-pyo, Lee Dong-hwi, Ryu Hye-young, Sung Dong-il, Lee Il-hwa"
Save Me,"Taecyeon, Seo Ye-ji, Cho Seong-ha, Woo Do‑hwan, Son Byung-ho, Kim Kwang-gyoo, Yun Yoo-sun, Park Ji-young, Jeong Hae-gyoon, Jang Hyeok-jin"
Spinning Out,"Kaya Scodelario, January Jones, Will Kemp, Willow Shields, Evan Roderick, David James Elliott, Sarah Wright Olsen, Svetlana Efremova, Amanda Zhou, Mitchell Edwards, Kaitlyn Leeb, Johnny Weir"
The Bride of Habaek,"Shin Sae-kyeong, Nam Joo-hyuk, Lim Ju-hwan, Krystal Jung, Gong Myoung, Lee Gyoung-young, Yang Dong-geun"
The Circle,Michelle Buteau
Good Girls,"Christina Hendricks, Retta, Mae Whitman, Matthew Lillard, Reno Wilson, Manny Montana, Lidya Jewett, Izzy Stannard, David Hornsby, Zach Gilford"
Tidying Up with Marie Kondo,Marie Kondo
Fullmetal Alchemist,"Romi Park, Rie Kugimiya, Megumi Toyoguchi, Miyoko Aso, Toru Okawa, Michiko Neya, Kenji Utsumi, Hidekatsu Shibata, Ryotaro Okiayu, Yuko Sato, Yasuhiro Takato, Keiji Fujiwara, Yasunori Matsumoto, Tomoyuki Shimura, Tetsu Shiratori, Takehiro Murozono, Makoto Nagai, Mayumi Yamaguchi, Kotono Mitsuishi, Satomi Koorogi"
Pokémon: Indigo League,"Rica Matsumoto, Ikue Otani, Mayumi Iizuka, Megumi Hayashibara, Unsho Ishizuka"
The Frozen Dead,"Charles Berling, Julia Piaton, Pascal Greggory, Nina Meurisse, Lubna Azabal, Anne Le Ny, Robinson Stévenin, Robert Plagnol, Sophie Guillemin"
We Speak Dance,Vandana Hart
A Good Wife,"Tien Hsin, Christopher Lee, Darren Chiu, Shara Lin, Blaire Chang, Xi Man-Ning, Chu De-Kang"
An Innocent Mistake,"Jason Wang, Mathilde Lin, Mo Tzu Yi, Xi Man-Ning, Lin Mei-hsiu, Kelly Huang, Joy Pan"
